"","year","id","wrkstat","evwork","PRESTG10","natcrime","health","abhlth","fear","fepresch","fammhneg","safehlth","trdunion","physhlth","mntlhlth","hlthdays","hyperten","arthrtis","diabetes","depress","misswork","hlthphys","hlthmntl","abinspay","inteduc","savejobs","spschool","hlthcare","prvdschl","strngun","conschls","immcrime","crimlose","ballot","hlthstrt","rhlthend","yr_bal_id"
"955",2014,955,"WORKING FULLTIME",NA,38,"TOO MUCH",NA,NA,NA,"STRONGLY AGREE",NA,"Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B955"
"956",2014,956,"WORKING FULLTIME",NA,69,"TOO LITTLE",NA,NA,NA,"agree",NA,"Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B956"
"957",2014,957,"WORKING PARTTIME",NA,25,NA,NA,NA,NA,"agree",NA,"Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B957"
"958",2014,958,"WORKING FULLTIME",NA,36,NA,"fair","yes","no","disagree",NA,"Strongly Agree","Disagree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A958"
"959",2014,959,"KEEPING HOUSE","yes",35,"ABOUT RIGHT",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B959"
"960",2014,960,"retired","yes",52,"ABOUT RIGHT","good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C960"
"961",2014,961,"WORKING FULLTIME",NA,46,"TOO LITTLE","good","yes","yes",NA,NA,"Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C961"
"962",2014,962,"WORKING FULLTIME",NA,31,"ABOUT RIGHT","excellent","yes","no",NA,NA,"Agree","Strongly Agree",0,0,0,"No","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C962"
"963",2014,963,"WORKING FULLTIME",NA,29,NA,NA,NA,NA,NA,NA,"Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT B",NA,NA,"2014BALLOT B963"
"964",2014,964,"WORKING FULLTIME",NA,45,NA,"good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A964"
"965",2014,965,"WORKING FULLTIME",NA,39,"TOO LITTLE","excellent","yes","no",NA,NA,"Strongly Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C965"
"966",2014,966,"retired","yes",53,NA,"excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,2,"BALLOT C",NA,NA,"2014BALLOT C966"
"967",2014,967,"WORKING FULLTIME",NA,50,NA,"fair","yes","yes",NA,NA,"Agree","Disagree",7,30,20,"No","No","No","Yes",2,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C967"
"968",2014,968,"retired","yes",64,"TOO MUCH","excellent","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT C",NA,NA,"2014BALLOT C968"
"969",2014,969,"WORKING PARTTIME",NA,51,"ABOUT RIGHT","excellent","yes","no",NA,NA,"Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C969"
"970",2014,970,"WORKING FULLTIME",NA,46,NA,"excellent","yes","no","STRONGLY DISAGREE",NA,"Agree","Agree",0,2,0,"No","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A970"
"971",2014,971,"WORKING FULLTIME",NA,60,"TOO LITTLE","excellent","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree","Agree",0,4,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A971"
"972",2014,972,"retired","yes",42,NA,"good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2014BALLOT C972"
"973",2014,973,"WORKING PARTTIME",NA,60,"ABOUT RIGHT","fair","yes","no","agree",NA,"Strongly Agree","Agree",20,0,20,"No","Yes","No","Yes",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A973"
"974",2014,974,"WORKING FULLTIME",NA,60,NA,NA,NA,NA,"disagree",NA,"Agree","Agree",7,7,7,"No","No","No","No",0,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT B",NA,NA,"2014BALLOT B974"
"975",2014,975,"retired","yes",58,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,4,"BALLOT B",NA,NA,"2014BALLOT B975"
"976",2014,976,"school","no",NA,NA,"good","yes","no","STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"BALLOT A",NA,NA,"2014BALLOT A976"
"977",2014,977,"retired","yes",42,NA,"good","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2014BALLOT C977"
"978",2014,978,"WORKING PARTTIME",NA,36,NA,NA,NA,NA,"STRONGLY AGREE",NA,"Strongly Agree","Agree",0,0,0,"No","No","No","Yes",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT B",NA,NA,"2014BALLOT B978"
"979",2014,979,"UNEMPL, LAID OFF",NA,70,NA,"good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C979"
"980",2014,980,"WORKING PARTTIME",NA,38,NA,"good","yes","no","agree",NA,"Strongly Agree","Disagree",10,0,6,"Yes","No","No","No",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A980"
"981",2014,981,"WORKING FULLTIME",NA,38,NA,"excellent","yes","no","STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"BALLOT A",NA,NA,"2014BALLOT A981"
"982",2014,982,"WORKING FULLTIME",NA,25,NA,"good","yes","no",NA,NA,"Strongly Agree","Strongly Disagree",1,8,2,"No","No","No","Yes",1,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,3,"BALLOT C",NA,NA,"2014BALLOT C982"
"983",2014,983,"retired","yes",61,"TOO LITTLE","fair","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C983"
"984",2014,984,"KEEPING HOUSE","yes",69,"ABOUT RIGHT","good","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C984"
"985",2014,985,"WORKING FULLTIME",NA,35,"ABOUT RIGHT","good","yes","no","disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A985"
"986",2014,986,"retired","yes",49,"TOO LITTLE","good","yes","yes","STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A986"
"987",2014,987,"WORKING FULLTIME",NA,31,NA,NA,NA,NA,"disagree",NA,"Agree","Disagree",4,0,0,"Yes","No","No","No",2,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B987"
"988",2014,988,"WORKING FULLTIME",NA,40,"TOO LITTLE","fair","yes","no",NA,NA,"Disagree","Disagree",0,15,0,"Yes","Yes","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT C",NA,NA,"2014BALLOT C988"
"989",2014,989,"WORKING PARTTIME",NA,48,NA,"good","no","no",NA,NA,"Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C989"
"990",2014,990,"retired","yes",60,NA,"good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2014BALLOT C990"
"991",2014,991,"WORKING FULLTIME",NA,53,NA,NA,NA,NA,"disagree",NA,"Strongly Agree","Strongly Disagree",3,0,1,"No","No","No","No",1,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B991"
"992",2014,992,"retired","yes",42,"ABOUT RIGHT","good","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C992"
"993",2014,993,"WORKING FULLTIME",NA,46,"ABOUT RIGHT","good","yes","no","agree",NA,"Strongly Agree","Disagree",0,2,0,"No","Yes","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A993"
"994",2014,994,"KEEPING HOUSE","yes",47,NA,"excellent","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C994"
"995",2014,995,"other","yes",22,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT B",NA,NA,"2014BALLOT B995"
"996",2014,996,"retired","yes",53,"TOO LITTLE","good","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A996"
"997",2014,997,"WORKING PARTTIME",NA,38,NA,"good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,3,"BALLOT C",NA,NA,"2014BALLOT C997"
"998",2014,998,"retired","yes",31,"TOO LITTLE","good","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C998"
"999",2014,999,"WORKING FULLTIME",NA,47,NA,NA,NA,NA,"disagree",NA,"Strongly Agree","Strongly Disagree",30,0,0,"Yes","Yes","No","Yes",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B999"
"1000",2014,1000,"WORKING FULLTIME",NA,21,NA,NA,NA,NA,"agree",NA,"Strongly Agree","Strongly Agree",15,15,0,"Yes","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,NA,"2014BALLOT B1000"
"1001",2014,1001,"WORKING FULLTIME",NA,32,NA,"good","yes","yes","disagree",NA,"Agree","Disagree",20,1,0,"No","No","Yes","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"BALLOT A",NA,NA,"2014BALLOT A1001"
"1002",2014,1002,"WORKING FULLTIME",NA,48,"TOO LITTLE","good","yes","yes","disagree",NA,"Agree","Agree",0,0,0,"Yes","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A1002"
"1003",2014,1003,"WORKING PARTTIME",NA,40,NA,"good","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT C",NA,NA,"2014BALLOT C1003"
"1004",2014,1004,"WORKING FULLTIME",NA,24,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,2,"BALLOT B",NA,NA,"2014BALLOT B1004"
"1005",2014,1005,"WORKING FULLTIME",NA,48,"TOO LITTLE","good","yes","no",NA,NA,"Agree","Disagree",0,24,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C1005"
"1006",2014,1006,"WORKING PARTTIME",NA,24,"TOO LITTLE","fair","yes","no",NA,NA,"Agree","Strongly Agree",0,0,0,"Yes","Yes","Yes","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C1006"
"1007",2014,1007,"WORKING FULLTIME",NA,28,"TOO LITTLE","good","yes","no",NA,NA,"Strongly Agree","Strongly Disagree",0,0,0,"No","Yes","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C1007"
"1008",2014,1008,"KEEPING HOUSE","yes",47,NA,"good","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"BALLOT A",NA,NA,"2014BALLOT A1008"
"1009",2014,1009,"retired","yes",35,NA,"fair","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT C",NA,NA,"2014BALLOT C1009"
"1010",2014,1010,"retired","yes",47,"TOO LITTLE",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B1010"
"1011",2014,1011,"WORKING FULLTIME",NA,46,NA,"good","yes","no","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"BALLOT A",NA,NA,"2014BALLOT A1011"
"1012",2014,1012,"school","yes",50,"TOO LITTLE","fair","yes","yes","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A1012"
"1013",2014,1013,"school","yes",21,"ABOUT RIGHT",NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT B",NA,NA,"2014BALLOT B1013"
"1014",2014,1014,"WORKING FULLTIME",NA,35,"ABOUT RIGHT","good","yes","no","disagree",NA,"Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A1014"
"1015",2014,1015,"KEEPING HOUSE","yes",63,"ABOUT RIGHT",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B1015"
"1016",2014,1016,"WORKING FULLTIME",NA,38,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,3,"BALLOT B",NA,NA,"2014BALLOT B1016"
"1017",2014,1017,"WORKING FULLTIME",NA,25,NA,NA,NA,NA,"STRONGLY AGREE",NA,"Agree","Disagree",0,0,1,"No","No","No","Yes",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,4,"BALLOT B",NA,NA,"2014BALLOT B1017"
"1018",2014,1018,"KEEPING HOUSE","yes",31,"TOO LITTLE","good","yes","no","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A1018"
"1019",2014,1019,"WORKING FULLTIME",NA,47,"TOO LITTLE","good","yes","yes",NA,NA,"Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C1019"
"1020",2014,1020,"WORKING FULLTIME",NA,31,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,"Agree","Strongly Agree",9,15,15,"No","No","No","No",4,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B1020"
"1021",2014,1021,"KEEPING HOUSE","yes",31,NA,NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,2,"BALLOT B",NA,NA,"2014BALLOT B1021"
"1022",2014,1022,"WORKING FULLTIME",NA,38,"TOO LITTLE","good","yes","no","disagree",NA,"Strongly Agree","Strongly Agree",30,15,0,"Yes","No","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A1022"
"1023",2014,1023,"WORKING FULLTIME",NA,64,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Strongly Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B1023"
"1024",2014,1024,"retired","yes",32,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,5,"BALLOT B",NA,NA,"2014BALLOT B1024"
"1025",2014,1025,"retired","yes",43,"ABOUT RIGHT","poor","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT C",NA,NA,"2014BALLOT C1025"
"1026",2014,1026,"WORKING FULLTIME",NA,48,"TOO LITTLE","fair","yes","no","disagree",NA,"Disagree","Agree",0,0,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT A",NA,NA,"2014BALLOT A1026"
"1027",2014,1027,"WORKING FULLTIME",NA,25,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Agree","Agree",1,0,0,"No","Yes","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B1027"
"1028",2014,1028,"KEEPING HOUSE","yes",NA,NA,NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,NA,"2014BALLOT B1028"
"1029",2014,1029,"KEEPING HOUSE","yes",48,NA,"good","yes","yes","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"BALLOT A",NA,NA,"2014BALLOT A1029"
"1030",2014,1030,"WORKING FULLTIME",NA,40,"TOO LITTLE",NA,NA,NA,"agree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT B",NA,NA,"2014BALLOT B1030"
"1031",2014,1031,"UNEMPL, LAID OFF",NA,25,NA,"poor","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C1031"
"1032",2014,1032,"WORKING FULLTIME",NA,58,"TOO LITTLE","fair","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree",NA,0,5,0,"Yes","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A1032"
"1033",2014,1033,"WORKING FULLTIME",NA,65,NA,NA,NA,NA,"disagree",NA,"Agree","Disagree",1,2,0,"No","No","Yes","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,6,"BALLOT B",NA,NA,"2014BALLOT B1033"
"1034",2014,1034,"retired","yes",47,NA,"poor","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C1034"
"1035",2014,1035,"KEEPING HOUSE","yes",38,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B1035"
"1036",2014,1036,"WORKING FULLTIME",NA,54,"TOO LITTLE","excellent","no","no",NA,NA,"Agree",NA,0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT C",NA,NA,"2014BALLOT C1036"
"1037",2014,1037,"WORKING FULLTIME",NA,53,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT B",NA,NA,"2014BALLOT B1037"
"1038",2014,1038,"retired","yes",28,NA,"fair","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"BALLOT A",NA,NA,"2014BALLOT A1038"
"1039",2014,1039,"WORKING FULLTIME",NA,66,"ABOUT RIGHT","excellent","no","yes","agree",NA,"Strongly Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A1039"
"1040",2014,1040,"retired","yes",52,"TOO MUCH","excellent","no","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT A",NA,NA,"2014BALLOT A1040"
"1041",2014,1041,"WORKING FULLTIME",NA,35,"TOO LITTLE","fair","yes","yes",NA,NA,"Agree","Agree",10,15,0,"Yes","Yes","No","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C1041"
"1042",2014,1042,"WORKING FULLTIME",NA,48,"ABOUT RIGHT","excellent","yes","no",NA,NA,"Strongly Agree","Disagree",0,0,0,"No","No","No","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disagree",NA,"BALLOT C",NA,NA,"2014BALLOT C1042"
"1043",2014,1043,"retired","yes",27,"ABOUT RIGHT",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all interested",NA,NA,NA,NA,NA,NA,"agree",NA,"BALLOT B",NA,NA,"2014BALLOT B1043"
"1044",2014,1044,"WORKING FULLTIME",NA,59,NA,NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT B",NA,NA,"2014BALLOT B1044"
"1045",2014,1045,"WORKING FULLTIME",NA,59,NA,NA,NA,NA,"disagree",NA,"Agree","Disagree",0,6,0,"No","No","No","No",0,NA,NA,NA,"Very interested",NA,NA,NA,NA,NA,NA,NA,3,"BALLOT B",NA,NA,"2014BALLOT B1045"
"1046",2014,1046,"retired","yes",62,"TOO LITTLE","poor","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEITHER AGREE NOR DISAGREE",NA,"BALLOT C",NA,NA,"2014BALLOT C1046"
"1047",2014,1047,"UNEMPL, LAID OFF",NA,48,"TOO LITTLE","good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DISAGREE STRONGLY",NA,"BALLOT A",NA,NA,"2014BALLOT A1047"
"1048",2014,1048,"retired","yes",72,NA,"excellent","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately interested",NA,NA,NA,NA,NA,NA,NA,7,"BALLOT C",NA,NA,"2014BALLOT C1048"
