ncessch,state,lat,lon,cbsa,school_year,cbsatype,cnty,nmcnty
410801001281,OR,45.218417,-123.202833,38900,2014-2015,1,41071,Yamhill County
410801001282,OR,45.209569,-123.209773,38900,2014-2015,1,41071,Yamhill County
410801001283,OR,45.222611,-123.186004,38900,2014-2015,1,41071,Yamhill County
410801001284,OR,45.219268,-123.193426,38900,2014-2015,1,41071,Yamhill County
410801001310,OR,45.246681,-123.10638,38900,2014-2015,1,41071,Yamhill County
410801001433,OR,45.232478,-123.186386,38900,2014-2015,1,41071,Yamhill County
410801001752,OR,45.19381,-123.197061,38900,2014-2015,1,41071,Yamhill County
410804000428,OR,42.294366,-122.907436,32780,2014-2015,1,41029,Jackson County
410804000429,OR,42.320475,-122.839121,32780,2014-2015,1,41029,Jackson County
410804000430,OR,42.357728,-122.891146,32780,2014-2015,1,41029,Jackson County
410804000431,OR,42.33167,-122.887311,32780,2014-2015,1,41029,Jackson County
410804000432,OR,42.317381,-122.95853,32780,2014-2015,1,41029,Jackson County
410804000433,OR,42.308571,-122.869415,32780,2014-2015,1,41029,Jackson County
410804000434,OR,42.345112,-122.832188,32780,2014-2015,1,41029,Jackson County
410804000435,OR,42.324555,-122.909596,32780,2014-2015,1,41029,Jackson County
410804000436,OR,42.358679,-122.851555,32780,2014-2015,1,41029,Jackson County
410804000437,OR,42.32987,-122.857281,32780,2014-2015,1,41029,Jackson County
410804000438,OR,42.235634,-123.044897,32780,2014-2015,1,41029,Jackson County
410804000439,OR,42.317031,-122.883542,32780,2014-2015,1,41029,Jackson County
410804000441,OR,42.345275,-122.866951,32780,2014-2015,1,41029,Jackson County
410804000442,OR,42.331657,-122.853698,32780,2014-2015,1,41029,Jackson County
410804000443,OR,42.328849,-122.880925,32780,2014-2015,1,41029,Jackson County
410804000444,OR,42.305604,-122.890205,32780,2014-2015,1,41029,Jackson County
410804000445,OR,42.346832,-122.850901,32780,2014-2015,1,41029,Jackson County
410804000963,OR,42.362801,-122.837247,32780,2014-2015,1,41029,Jackson County
410804001736,OR,42.34659,-122.945191,32780,2014-2015,1,41029,Jackson County
410804001796,OR,42.32094,-122.863881,32780,2014-2015,1,41029,Jackson County
410804001829,OR,42.33476,-122.874621,32780,2014-2015,1,41029,Jackson County
410804004187,OR,42.31606,-122.873291,32780,2014-2015,1,41029,Jackson County
410810000722,OR,44.750807,-122.481255,10540,2014-2015,1,41043,Linn County
410810000724,OR,44.751935,-122.479411,10540,2014-2015,1,41043,Linn County
410816001098,OR,45.981201,-118.402493,25840,2014-2015,NA,NA,NA
410816001116,OR,45.933319,-118.392221,25840,2014-2015,2,41059,Umatilla County
410816001117,OR,45.943542,-118.398288,25840,2014-2015,NA,NA,NA
410816001118,OR,45.921876,-118.377532,25840,2014-2015,NA,NA,NA
410816001123,OR,45.93544,-118.391546,25840,2014-2015,2,41059,Umatilla County
410816001669,OR,45.961619,-118.445068,25840,2014-2015,NA,NA,NA
410828001259,OR,44.56416,-120.14675,N,2014-2015,N,41069,Wheeler County
410831000101,OR,45.214974,-122.473762,38900,2014-2015,1,41005,Clackamas County
410831000102,OR,45.151137,-122.589582,38900,2014-2015,1,41005,Clackamas County
410831000129,OR,45.22048,-122.581142,38900,2014-2015,1,41005,Clackamas County
410831000136,OR,45.148695,-122.651089,38900,2014-2015,1,41005,Clackamas County
410831000151,OR,45.153844,-122.568412,38900,2014-2015,1,41005,Clackamas County
410831001325,OR,45.153535,-122.594215,38900,2014-2015,1,41005,Clackamas County
410831001789,OR,45.12052,-122.521711,38900,2014-2015,1,41005,Clackamas County
410831001800,OR,45.03811,-122.528861,38900,2014-2015,1,41005,Clackamas County
410843000027,OR,44.312157,-123.298547,18700,2014-2015,1,41003,Benton County
410843000050,OR,44.318078,-123.297282,18700,2014-2015,1,41003,Benton County
410846000356,OR,44.820685,-119.419402,N,2014-2015,N,41023,Grant County
410852000858,OR,45.898113,-119.487815,25840,2014-2015,2,41049,Morrow County
410852000859,OR,45.357427,-119.550715,25840,2014-2015,2,41049,Morrow County
410852000861,OR,45.361581,-119.564902,25840,2014-2015,2,41049,Morrow County
410852000863,OR,45.841695,-119.697741,25840,2014-2015,2,41049,Morrow County
410852001311,OR,45.827181,-119.703754,25840,2014-2015,2,41049,Morrow County
410852001312,OR,45.887541,-119.497917,25840,2014-2015,2,41049,Morrow County
410852001597,OR,45.832508,-119.703623,25840,2014-2015,2,41049,Morrow County
410852001598,OR,45.885828,-119.496234,25840,2014-2015,2,41049,Morrow County
410855000837,OR,45.072366,-122.793573,41420,2014-2015,1,41047,Marion County
410855000838,OR,45.068352,-122.793888,41420,2014-2015,1,41047,Marion County
410855000839,OR,45.072072,-122.789444,41420,2014-2015,1,41047,Marion County
410865001078,OR,45.561778,-123.914027,N,2014-2015,N,41057,Tillamook County
410865001080,OR,45.720892,-123.895702,N,2014-2015,N,41057,Tillamook County
410865001081,OR,45.63664,-123.938531,N,2014-2015,N,41057,Tillamook County
410865001656,OR,45.63912,-123.939496,N,2014-2015,N,41057,Tillamook County
410870001077,OR,45.18797,-123.903771,N,2014-2015,N,41057,Tillamook County
410870001082,OR,45.203961,-123.888689,N,2014-2015,N,41057,Tillamook County
410872001269,OR,45.280494,-123.010296,38900,2014-2015,1,41071,Yamhill County
410872001270,OR,45.294858,-122.971634,38900,2014-2015,1,41071,Yamhill County
410872001271,OR,45.329746,-123.057352,38900,2014-2015,1,41071,Yamhill County
410872001272,OR,45.310727,-122.95079,38900,2014-2015,1,41071,Yamhill County
410872001273,OR,45.314156,-122.951937,38900,2014-2015,1,41071,Yamhill County
410872001274,OR,45.31151,-122.954502,38900,2014-2015,1,41071,Yamhill County
410872001291,OR,45.32548,-122.979836,38900,2014-2015,1,41071,Yamhill County
410872001309,OR,45.325326,-122.982414,38900,2014-2015,1,41071,Yamhill County
410872001674,OR,45.316897,-122.968498,38900,2014-2015,1,41071,Yamhill County
410882000219,OR,43.402547,-124.228548,18300,2014-2015,2,41011,Coos County
410882000221,OR,43.501476,-124.210715,18300,2014-2015,2,41011,Coos County
410882000224,OR,43.398585,-124.23298,18300,2014-2015,2,41011,Coos County
410882000225,OR,43.400595,-124.232774,18300,2014-2015,2,41011,Coos County
410882001580,OR,43.400595,-124.232774,18300,2014-2015,2,41011,Coos County
410882001751,OR,43.40714,-124.221381,18300,2014-2015,2,41011,Coos County
410882004188,OR,43.39994,-124.232561,18300,2014-2015,2,41011,Coos County
410883000008,OR,45.421934,-122.508347,38900,2014-2015,1,41005,Clackamas County
410883000070,OR,45.457743,-122.625077,38900,2014-2015,1,41005,Clackamas County
410883000072,OR,45.409389,-122.589108,38900,2014-2015,1,41005,Clackamas County
410883000075,OR,45.410673,-122.624076,38900,2014-2015,NA,NA,NA
410883000076,OR,45.44746,-122.520203,38900,2014-2015,1,41005,Clackamas County
410883000079,OR,45.436305,-122.600403,38900,2014-2015,1,41005,Clackamas County
410883000080,OR,45.442522,-122.587249,38900,2014-2015,1,41005,Clackamas County
410883000081,OR,45.441693,-122.634427,38900,2014-2015,1,41005,Clackamas County
410883000084,OR,45.404482,-122.639532,38900,2014-2015,1,41005,Clackamas County
410883000085,OR,45.451251,-122.60764,38900,2014-2015,1,41005,Clackamas County
410883000086,OR,45.425933,-122.528861,38900,2014-2015,1,41005,Clackamas County
410883000087,OR,45.417451,-122.613045,38900,2014-2015,1,41005,Clackamas County
410883000092,OR,45.432855000000004,-122.626616,38900,2014-2015,1,41005,Clackamas County
410883000093,OR,45.418358,-122.534825,38900,2014-2015,1,41005,Clackamas County
410883000094,OR,45.441511,-122.637832,38900,2014-2015,1,41005,Clackamas County
410883000095,OR,45.400313,-122.610001,38900,2014-2015,1,41005,Clackamas County
410883001317,OR,45.4362,-122.600391,38900,2014-2015,1,41005,Clackamas County
410883001354,OR,45.442464,-122.56469,38900,2014-2015,1,41005,Clackamas County
410883001379,OR,45.41873,-122.52933,38900,2014-2015,1,41005,Clackamas County
410883001483,OR,45.43715,-122.534809,38900,2014-2015,1,41005,Clackamas County
410883001484,OR,45.424418,-122.641823,38900,2014-2015,1,41005,Clackamas County
410883001543,OR,45.42957,-122.572931,38900,2014-2015,1,41005,Clackamas County
410883001544,OR,45.43583,-122.579741,38900,2014-2015,1,41005,Clackamas County
410883001583,OR,45.417019,-122.643216,38900,2014-2015,1,41005,Clackamas County
410883001584,OR,45.441693,-122.634427,38900,2014-2015,1,41005,Clackamas County
410883001658,OR,45.41208,-122.569481,38900,2014-2015,1,41005,Clackamas County
410883001686,OR,45.441511,-122.637832,38900,2014-2015,1,41005,Clackamas County
410883001775,OR,45.44361,-122.487931,38900,2014-2015,1,41005,Clackamas County
410883001777,OR,45.413215,-122.485875,38900,2014-2015,1,41005,Clackamas County
410883001782,OR,45.44792,-122.519921,38900,2014-2015,1,41005,Clackamas County
410883004189,OR,45.423276,-122.594246,38900,2014-2015,1,41005,Clackamas County
410888000771,OR,45.212484,-122.797103,41420,2014-2015,1,41047,Marion County
410888000772,OR,45.210559,-122.79628,41420,2014-2015,1,41047,Marion County
410888001326,OR,45.213068,-122.795603,41420,2014-2015,1,41047,Marion County
410888001424,OR,45.21339,-122.797728,41420,2014-2015,1,41047,Marion County
410894001135,OR,45.028061,-117.924816,29260,2014-2015,2,41061,Union County
410900000750,OR,43.876846,-117.002948,36620,2014-2015,2,41045,Malheur County
410900000751,OR,43.875498,-117.006843,36620,2014-2015,2,41045,Malheur County
410900000752,OR,43.875223,-117.004724,36620,2014-2015,2,41045,Malheur County
410912000285,OR,43.430606,-123.298537,40700,2014-2015,2,41019,Douglas County
410912000286,OR,43.427704,-123.297953,40700,2014-2015,2,41019,Douglas County
410912000287,OR,43.428443,-123.299169,40700,2014-2015,2,41019,Douglas County
410915000635,OR,43.748471,-122.465059,21660,2014-2015,1,41039,Lane County
410915000636,OR,43.748731,-122.468186,21660,2014-2015,1,41039,Lane County
410915000637,OR,43.748734,-122.469007,21660,2014-2015,1,41039,Lane County
410927000739,OR,44.017485,-116.982124,36620,2014-2015,2,41045,Malheur County
410927000740,OR,43.987882,-117.012496,36620,2014-2015,2,41045,Malheur County
410927000741,OR,44.029025,-116.984082,36620,2014-2015,2,41045,Malheur County
410927000743,OR,44.03341,-116.971129,36620,2014-2015,2,41045,Malheur County
410927000744,OR,44.117863,-116.939047,36620,2014-2015,2,41045,Malheur County
410927000745,OR,44.026116,-116.969462,36620,2014-2015,2,41045,Malheur County
410927000746,OR,44.029835,-116.977894,36620,2014-2015,2,41045,Malheur County
410933000112,OR,45.288546,-122.517013,38900,2014-2015,1,41005,Clackamas County
410933000113,OR,45.393179,-122.602579,38900,2014-2015,1,41005,Clackamas County
410933000114,OR,45.374122,-122.565207,38900,2014-2015,1,41005,Clackamas County
410933000116,OR,45.325158,-122.590432,38900,2014-2015,1,41005,Clackamas County
410933000117,OR,45.388578,-122.615734,38900,2014-2015,1,41005,Clackamas County
410933000122,OR,45.327977,-122.629221,38900,2014-2015,1,41005,Clackamas County
410933000123,OR,45.339722,-122.601333,38900,2014-2015,1,41005,Clackamas County
410933000124,OR,45.356121,-122.576504,38900,2014-2015,1,41005,Clackamas County
410933000126,OR,45.320223,-122.56058,38900,2014-2015,1,41005,Clackamas County
410933000147,OR,45.345799,-122.492451,38900,2014-2015,1,41005,Clackamas County
410933001642,OR,45.366783,-122.466797,38900,2014-2015,1,41005,Clackamas County
410933001666,OR,45.33912,-122.621371,38900,2014-2015,1,41005,Clackamas County
410933001725,OR,45.37394,-122.579761,38900,2014-2015,1,41005,Clackamas County
410933001793,OR,45.35598,-122.595701,38900,2014-2015,1,41005,Clackamas County
410943000521,OR,42.693346,-120.542683,N,2014-2015,N,41037,Lake County
410948000979,OR,45.554935,-122.553303,38900,2014-2015,1,41051,Multnomah County
410948000980,OR,45.54118,-122.5318,38900,2014-2015,1,41051,Multnomah County
410948000981,OR,45.53857,-122.544622,38900,2014-2015,1,41051,Multnomah County
410948000982,OR,45.549554,-122.528635,38900,2014-2015,1,41051,Multnomah County
410948000986,OR,45.550992,-122.541046,38900,2014-2015,1,41051,Multnomah County
410948000987,OR,45.553576,-122.540664,38900,2014-2015,1,41051,Multnomah County
410951001104,OR,45.67272,-118.797761,25840,2014-2015,2,41059,Umatilla County
410951001105,OR,45.645977,-118.825811,25840,2014-2015,2,41059,Umatilla County
410951001106,OR,45.65364,-118.815772,25840,2014-2015,2,41059,Umatilla County
410951001107,OR,45.675549,-118.774072,25840,2014-2015,2,41059,Umatilla County
410951001108,OR,45.677351,-118.806196,25840,2014-2015,2,41059,Umatilla County
410951001111,OR,45.675306,-118.805522,25840,2014-2015,2,41059,Umatilla County
410951001327,OR,45.65081,-118.78736,25840,2014-2015,2,41059,Umatilla County
410951001534,OR,45.665279,-118.663943,25840,2014-2015,2,41059,Umatilla County
410951001689,OR,45.666375,-118.799265,25840,2014-2015,2,41059,Umatilla County
410953001060,OR,45.041718,-123.257226,41420,2014-2015,1,41053,Polk County
410960000020,OR,44.5912,-123.528929,18700,2014-2015,1,41003,Benton County
410960000021,OR,44.694473,-123.433258,18700,2014-2015,1,41003,Benton County
410960000022,OR,44.538195,-123.362755,18700,2014-2015,1,41003,Benton County
410960000023,OR,44.534967,-123.356129,18700,2014-2015,1,41003,Benton County
410960000024,OR,44.538175,-123.355786,18700,2014-2015,1,41003,Benton County
410960001481,OR,44.53603,-123.358211,18700,2014-2015,1,41003,Benton County
410963000391,OR,42.272836,-122.820048,32780,2014-2015,1,41029,Jackson County
410963000392,OR,42.240962,-122.791945,32780,2014-2015,1,41029,Jackson County
410963000393,OR,42.239946,-122.794295,32780,2014-2015,1,41029,Jackson County
410963000394,OR,42.276318,-122.824056,32780,2014-2015,1,41029,Jackson County
410963001335,OR,42.308284,-122.830265,32780,2014-2015,1,41029,Jackson County
410963001489,OR,42.271554,-122.818176,32780,2014-2015,1,41029,Jackson County
410966001085,OR,45.479277,-118.833535,25840,2014-2015,2,41059,Umatilla County
410966001086,OR,45.4832,-118.830174,25840,2014-2015,2,41059,Umatilla County
410969000366,OR,43.845478,-118.587395,N,2014-2015,N,41025,Harney County
410972000016,OR,44.882806,-117.116407,N,2014-2015,N,41001,Baker County
410975000427,OR,42.109693,-122.39968,32780,2014-2015,1,41029,Jackson County
410987000527,OR,43.95943,-122.915741,21660,2014-2015,1,41039,Lane County
410987000529,OR,43.957093,-122.91594,21660,2014-2015,1,41039,Lane County
410996000523,OR,42.410527,-119.904333,N,2014-2015,N,41037,Lake County
411002000246,OR,42.748545,-124.496864,15060,2014-2015,2,41015,Curry County
411002000247,OR,42.845709,-124.472033,15060,2014-2015,2,41015,Curry County
411004000371,OR,45.476476,-122.694853,38900,2014-2015,1,41051,Multnomah County
411004000865,OR,45.505792,-122.651398,38900,2014-2015,1,41051,Multnomah County
411004000866,OR,45.509906,-122.699634,38900,2014-2015,1,41051,Multnomah County
411004000867,OR,45.547475,-122.637421,38900,2014-2015,1,41051,Multnomah County
411004000869,OR,45.48606,-122.59662,38900,2014-2015,1,41051,Multnomah County
411004000870,OR,45.57899,-122.729463,38900,2014-2015,1,41051,Multnomah County
411004000871,OR,45.504837,-122.604539,38900,2014-2015,1,41051,Multnomah County
411004000872,OR,45.584382,-122.710685,38900,2014-2015,1,41051,Multnomah County
411004000873,OR,45.55809,-122.685489,38900,2014-2015,1,41051,Multnomah County
411004000874,OR,45.548987,-122.621553,38900,2014-2015,1,41051,Multnomah County
411004000876,OR,45.547883,-122.672747,38900,2014-2015,1,41051,Multnomah County
411004000877,OR,45.51061,-122.582122,38900,2014-2015,1,41051,Multnomah County
411004000878,OR,45.491757,-122.724318,38900,2014-2015,1,41051,Multnomah County
411004000880,OR,45.520028,-122.648559,38900,2014-2015,1,41051,Multnomah County
411004000881,OR,45.464216,-122.696238,38900,2014-2015,1,41051,Multnomah County
411004000882,OR,45.533227,-122.705745,38900,2014-2015,1,41051,Multnomah County
411004000883,OR,45.572879,-122.691504,38900,2014-2015,1,41051,Multnomah County
411004000884,OR,45.584442,-122.719497,38900,2014-2015,1,41051,Multnomah County
411004000885,OR,45.506762,-122.574963,38900,2014-2015,1,41051,Multnomah County
411004000886,OR,45.495967,-122.614108,38900,2014-2015,1,41051,Multnomah County
411004000887,OR,45.468286,-122.628214,38900,2014-2015,1,41051,Multnomah County
411004000890,OR,45.570953,-122.635202,38900,2014-2015,1,41051,Multnomah County
411004000893,OR,45.595893,-122.736246,38900,2014-2015,1,41051,Multnomah County
411004000894,OR,45.51683,-122.6099,38900,2014-2015,1,41051,Multnomah County
411004000896,OR,45.4835,-122.7001,38900,2014-2015,1,41051,Multnomah County
411004000898,OR,45.491327,-122.633184,38900,2014-2015,1,41051,Multnomah County
411004000899,OR,45.480604,-122.729685,38900,2014-2015,1,41051,Multnomah County
411004000901,OR,45.536852,-122.631546,38900,2014-2015,1,41051,Multnomah County
411004000902,OR,45.506082,-122.637676,38900,2014-2015,1,41051,Multnomah County
411004000905,OR,45.539764,-122.651976,38900,2014-2015,1,41051,Multnomah County
411004000906,OR,45.590181,-122.752281,38900,2014-2015,1,41051,Multnomah County
411004000909,OR,45.47332,-122.5702,38900,2014-2015,1,41051,Multnomah County
411004000911,OR,45.55769,-122.6594,38900,2014-2015,1,41051,Multnomah County
411004000912,OR,45.471319,-122.601617,38900,2014-2015,1,41051,Multnomah County
411004000913,OR,45.529219,-122.619602,38900,2014-2015,1,41051,Multnomah County
411004000914,OR,45.538081,-122.567727,38900,2014-2015,1,41051,Multnomah County
411004000915,OR,45.48587,-122.5635,38900,2014-2015,1,41051,Multnomah County
411004000916,OR,45.473974,-122.617149,38900,2014-2015,1,41051,Multnomah County
411004000917,OR,45.476886,-122.652254,38900,2014-2015,1,41051,Multnomah County
411004000918,OR,45.471406,-122.729981,38900,2014-2015,1,41051,Multnomah County
411004000919,OR,45.44964,-122.726158,38900,2014-2015,1,41051,Multnomah County
411004000920,OR,45.48692,-122.583509,38900,2014-2015,1,41051,Multnomah County
411004000922,OR,45.521025,-122.603797,38900,2014-2015,1,41051,Multnomah County
411004000925,OR,45.567145,-122.681124,38900,2014-2015,1,41051,Multnomah County
411004000926,OR,45.581784,-122.701056,38900,2014-2015,1,41051,Multnomah County
411004000930,OR,45.506359,-122.619711,38900,2014-2015,1,41051,Multnomah County
411004000931,OR,45.556379,-122.608302,38900,2014-2015,1,41051,Multnomah County
411004000932,OR,45.543975,-122.587625,38900,2014-2015,1,41051,Multnomah County
411004000933,OR,45.55207,-122.647778,38900,2014-2015,1,41051,Multnomah County
411004000935,OR,45.55525,-122.5929,38900,2014-2015,1,41051,Multnomah County
411004000936,OR,45.462189,-122.65002,38900,2014-2015,1,41051,Multnomah County
411004000937,OR,45.600312,-122.758344,38900,2014-2015,1,41051,Multnomah County
411004000938,OR,45.60648,-122.8549,38900,2014-2015,1,41051,Multnomah County
411004000940,OR,45.441056,-122.703778,38900,2014-2015,1,41051,Multnomah County
411004000941,OR,45.514637,-122.628896,38900,2014-2015,1,41051,Multnomah County
411004000944,OR,45.562127,-122.643836,38900,2014-2015,1,41051,Multnomah County
411004000945,OR,45.524642,-122.579965,38900,2014-2015,1,41051,Multnomah County
411004000947,OR,45.504691,-122.76067,38900,2014-2015,1,41067,Washington County
411004000949,OR,45.467744,-122.587409,38900,2014-2015,1,41051,Multnomah County
411004000952,OR,45.575065,-122.652845,38900,2014-2015,1,41051,Multnomah County
411004000953,OR,45.47565,-122.583,38900,2014-2015,1,41051,Multnomah County
411004000954,OR,45.482028,-122.612389,38900,2014-2015,1,41051,Multnomah County
411004000956,OR,45.527248,-122.651558,38900,2014-2015,1,41051,Multnomah County
411004000958,OR,45.498464,-122.638605,38900,2014-2015,1,41051,Multnomah County
411004000960,OR,45.502151,-122.607458,38900,2014-2015,1,41051,Multnomah County
411004000962,OR,45.539006,-122.626805,38900,2014-2015,1,41051,Multnomah County
411004000964,OR,45.56005,-122.6729,38900,2014-2015,1,41051,Multnomah County
411004000966,OR,45.518615,-122.689724,38900,2014-2015,1,41051,Multnomah County
411004000967,OR,45.526636,-122.693323,38900,2014-2015,1,41051,Multnomah County
411004000968,OR,45.540855,-122.58088,38900,2014-2015,1,41051,Multnomah County
411004000975,OR,45.47688,-122.689354,38900,2014-2015,1,41051,Multnomah County
411004001079,OR,45.524616,-122.640178,38900,2014-2015,1,41051,Multnomah County
411004001102,OR,45.49444,-122.6501,38900,2014-2015,1,41051,Multnomah County
411004001365,OR,45.448892,-122.715369,38900,2014-2015,1,41051,Multnomah County
411004001395,OR,45.54303,-122.7774,38900,2014-2015,1,41051,Multnomah County
411004001435,OR,45.508504,-122.717865,38900,2014-2015,1,41051,Multnomah County
411004001537,OR,45.551512,-122.671839,38900,2014-2015,1,41051,Multnomah County
411004001581,OR,45.52394,-122.679421,38900,2014-2015,1,41051,Multnomah County
411004001646,OR,45.52265,-122.644271,38900,2014-2015,NA,NA,NA
411004001649,OR,45.578628,-122.691876,38900,2014-2015,1,41051,Multnomah County
411004001652,OR,45.558607,-122.622101,38900,2014-2015,1,41051,Multnomah County
411004001667,OR,45.516831,-122.586023,38900,2014-2015,1,41051,Multnomah County
411004001765,OR,45.51354,-122.570471,38900,2014-2015,1,41051,Multnomah County
411004001814,OR,45.51843,-122.686101,38900,2014-2015,1,41051,Multnomah County
411004001821,OR,45.58988,-122.738691,38900,2014-2015,1,41051,Multnomah County
411004001830,OR,45.549081,-122.666741,38900,2014-2015,1,41051,Multnomah County
411004004190,OR,45.562228,-122.681781,38900,2014-2015,1,41051,Multnomah County
411008000226,OR,42.880708,-124.068126,18300,2014-2015,2,41011,Coos County
411008000227,OR,42.881189,-124.066419,18300,2014-2015,2,41011,Coos County
411011000352,OR,44.456003,-118.709161,N,2014-2015,N,41023,Grant County
411020000111,OR,42.7535,-122.489861,32780,2014-2015,1,41029,Jackson County
411035000277,OR,44.278004,-121.179182,13460,2014-2015,1,41017,Deschutes County
411035000278,OR,44.265725,-121.182284,13460,2014-2015,1,41017,Deschutes County
411035000279,OR,44.351755,-121.180772,13460,2014-2015,1,41017,Deschutes County
411035000280,OR,44.151195,-121.3329,13460,2014-2015,1,41017,Deschutes County
411035000281,OR,44.263278,-121.182405,13460,2014-2015,1,41017,Deschutes County
411035000282,OR,44.271179,-121.191773,13460,2014-2015,1,41017,Deschutes County
411035000647,OR,44.304522,-121.17994,13460,2014-2015,1,41017,Deschutes County
411035000942,OR,44.262607,-121.203197,13460,2014-2015,1,41017,Deschutes County
411035001347,OR,44.24601,-121.201901,13460,2014-2015,1,41017,Deschutes County
411035001645,OR,44.304696,-121.181471,13460,2014-2015,1,41017,Deschutes County
411035001785,OR,44.2708,-121.175021,13460,2014-2015,1,41017,Deschutes County
411035001820,OR,44.23499,-121.220021,13460,2014-2015,1,41017,Deschutes County
411041000329,OR,43.692307,-124.128864,40700,2014-2015,2,41019,Douglas County
411041000330,OR,43.69403,-124.123728,40700,2014-2015,2,41019,Douglas County
411052000997,OR,45.517246,-122.486321,38900,2014-2015,1,41051,Multnomah County
411052000998,OR,45.539888,-122.435835,38900,2014-2015,1,41051,Multnomah County
411052000999,OR,45.525783,-122.505371,38900,2014-2015,1,41051,Multnomah County
411052001000,OR,45.52712,-122.4721,38900,2014-2015,1,41051,Multnomah County
411052001001,OR,45.539056,-122.511783,38900,2014-2015,1,41051,Multnomah County
411052001003,OR,45.52257,-122.4627,38900,2014-2015,1,41051,Multnomah County
411052001004,OR,45.51575,-122.3836,38900,2014-2015,1,41051,Multnomah County
411052001005,OR,45.536579,-122.386065,38900,2014-2015,1,41051,Multnomah County
411052001006,OR,45.54131,-122.488372,38900,2014-2015,1,41051,Multnomah County
411052001007,OR,45.531435,-122.4877,38900,2014-2015,1,41051,Multnomah County
411052001009,OR,45.528466,-122.402569,38900,2014-2015,1,41051,Multnomah County
411052001010,OR,45.53121,-122.4562,38900,2014-2015,1,41051,Multnomah County
411052001209,OR,45.5279,-122.4406,38900,2014-2015,1,41051,Multnomah County
411052001397,OR,45.52294,-122.4053,38900,2014-2015,1,41051,Multnomah County
411052001434,OR,45.53599,-122.430931,38900,2014-2015,1,41051,Multnomah County
411052001471,OR,45.531956,-122.454539,38900,2014-2015,1,41051,Multnomah County
411052001540,OR,45.5269,-122.388771,38900,2014-2015,1,41051,Multnomah County
411052001579,OR,45.531113,-122.455473,38900,2014-2015,1,41051,Multnomah County
411052001763,OR,45.55398,-122.499741,38900,2014-2015,1,41051,Multnomah County
411052001798,OR,45.51953,-122.475871,38900,2014-2015,1,41051,Multnomah County
411053000324,OR,42.954174,-123.361795,40700,2014-2015,2,41019,Douglas County
411053000325,OR,42.949409,-123.363219,40700,2014-2015,2,41019,Douglas County
411053001545,OR,42.949686,-123.365388,40700,2014-2015,NA,NA,NA
411056000892,OR,45.454403,-122.684607,38900,2014-2015,1,41051,Multnomah County
411056001039,OR,45.439764,-122.656478,38900,2014-2015,1,41051,Multnomah County
411068000419,OR,42.436261,-123.169804,32780,2014-2015,1,41029,Jackson County
411068000421,OR,42.455919,-123.168146,32780,2014-2015,1,41029,Jackson County
411068001811,OR,42.43886,-123.173341,32780,2014-2015,1,41029,Jackson County
411071000288,OR,43.207929,-123.320191,40700,2014-2015,2,41019,Douglas County
411071000289,OR,43.215612,-123.365281,40700,2014-2015,2,41019,Douglas County
411071000290,OR,43.217384,-123.381549,40700,2014-2015,2,41019,Douglas County
411071000291,OR,43.149044,-123.382102,40700,2014-2015,2,41019,Douglas County
411071000292,OR,43.230914,-123.381248,40700,2014-2015,2,41019,Douglas County
411071000293,OR,43.243114,-123.444731,40700,2014-2015,2,41019,Douglas County
411071000296,OR,43.154051,-123.38835,40700,2014-2015,2,41019,Douglas County
411071000297,OR,43.282698,-123.350549,40700,2014-2015,2,41019,Douglas County
411071000298,OR,43.210843,-123.371053,40700,2014-2015,2,41019,Douglas County
411071000299,OR,43.235654,-123.3462,40700,2014-2015,2,41019,Douglas County
411071000300,OR,43.21564,-123.353285,40700,2014-2015,2,41019,Douglas County
411071001685,OR,43.212138,-123.310363,40700,2014-2015,2,41019,Douglas County
411082000547,OR,44.985091,-122.961348,41420,2014-2015,1,41047,Marion County
411082000659,OR,44.874506,-123.063593,41420,2014-2015,1,41047,Marion County
411082000664,OR,44.915787,-122.971514,41420,2014-2015,1,41047,Marion County
411082000668,OR,44.990265,-122.960041,41420,2014-2015,1,41047,Marion County
411082000774,OR,44.935625,-122.970962,41420,2014-2015,1,41047,Marion County
411082000777,OR,44.972492,-123.077232,41420,2014-2015,1,41053,Polk County
411082000778,OR,44.930966,-123.032257,41420,2014-2015,1,41047,Marion County
411082000779,OR,44.912581,-123.058487,41420,2014-2015,1,41047,Marion County
411082000780,OR,45.030617,-123.020351,41420,2014-2015,1,41047,Marion County
411082000781,OR,44.991483,-123.034491,41420,2014-2015,1,41047,Marion County
411082000782,OR,44.945883,-123.011335,41420,2014-2015,1,41047,Marion County
411082000783,OR,44.896088,-123.048049,41420,2014-2015,1,41047,Marion County
411082000784,OR,44.922459,-122.977003,41420,2014-2015,1,41047,Marion County
411082000786,OR,44.950278,-123.026963,41420,2014-2015,1,41047,Marion County
411082000787,OR,44.966899,-122.967593,41420,2014-2015,1,41047,Marion County
411082000789,OR,44.959754,-123.027697,41420,2014-2015,1,41047,Marion County
411082000790,OR,44.945109,-122.994675,41420,2014-2015,1,41047,Marion County
411082000791,OR,45.015138,-123.011646,41420,2014-2015,1,41047,Marion County
411082000792,OR,44.995971,-123.007664,41420,2014-2015,1,41047,Marion County
411082000793,OR,45.006163,-123.03982,41420,2014-2015,1,41047,Marion County
411082000795,OR,44.889034,-123.061365,41420,2014-2015,1,41047,Marion County
411082000796,OR,44.916971,-123.042468,41420,2014-2015,1,41047,Marion County
